service_id,date,exception_type
140373,20260501,2
140373,20260624,2
140373,20260706,2
140373,20260815,2
140373,20261101,2
140373,20261102,2
140373,20261224,2
140373,20261225,2
140373,20261226,2
140373,20261227,2
140373,20270103,2
137294,20270101,2
137294,20270216,2
137294,20270311,2
137294,20260501,2
137294,20260624,2
137294,20260706,2
137294,20260815,2
137294,20261101,2
137294,20261102,2
137294,20261224,2
137294,20261225,2
137294,20261226,2
137294,20261227,2
137294,20270103,2
137295,20270101,1
137295,20270216,1
137295,20270311,1
137295,20260501,1
137295,20260624,1
137295,20260706,1
137295,20260815,1
137295,20261101,1
137295,20261102,1
137295,20261224,1
137295,20261225,1
137295,20261226,1
137295,20261227,1
137295,20270103,1
163206,20270101,1
163206,20270216,1
163206,20270311,1
163206,20260501,1
163206,20260624,1
163206,20260706,1
163206,20260815,1
163206,20261101,1
163206,20261102,1
163206,20261224,1
163206,20261225,1
163206,20261226,1
163206,20261227,1
163206,20270103,1
153967,20270101,2
153967,20270216,2
153967,20270311,2
153967,20260501,2
153967,20260624,2
153967,20260706,2
153967,20260815,2
153967,20261101,2
153967,20261102,2
153967,20261224,2
153967,20261225,2
153967,20261226,2
153967,20261227,2
153967,20270103,2
165147,20270101,2
165147,20270216,2
165147,20270311,2
165147,20260501,2
165147,20260624,2
165147,20260706,2
165147,20260815,2
165147,20261101,2
165147,20261102,2
165147,20261224,2
165147,20261225,2
165147,20261226,2
165147,20261227,2
165147,20270103,2
165148,20270101,2
165148,20270216,2
165148,20270311,2
165148,20260501,2
165148,20260624,2
165148,20260706,2
165148,20260815,2
165148,20261101,2
165148,20261102,2
165148,20261224,2
165148,20261225,2
165148,20261226,2
165148,20261227,2
165148,20270103,2
158167,20270101,1
158167,20270216,1
158167,20270311,1
158167,20260501,1
158167,20260624,1
158167,20260706,1
158167,20260815,1
158167,20261101,1
158167,20261102,1
158167,20261224,1
158167,20261225,1
158167,20261226,1
158167,20261227,1
158167,20270103,1
163933,20270101,2
163933,20270216,2
163933,20270311,2
163933,20260501,2
163933,20260624,2
163933,20260706,2
163933,20260815,2
163933,20261101,2
163933,20261102,2
163933,20261224,2
163933,20261225,2
163933,20261226,2
163933,20261227,2
163933,20270103,2
163208,20270101,1
163208,20270216,1
163208,20270311,1
163208,20260501,1
163208,20260624,1
163208,20260706,1
163208,20260815,1
163208,20261101,1
163208,20261102,1
163208,20261224,1
163208,20261225,1
163208,20261226,1
163208,20261227,1
163208,20270103,1
165909,20270101,2
165909,20270216,2
165909,20270311,2
165909,20260501,2
165909,20260624,2
165909,20260706,2
165909,20260815,2
165909,20261101,2
165909,20261102,2
165909,20261224,2
165909,20261225,2
165909,20261226,2
165909,20261227,2
165909,20270103,2
165911,20270101,1
165911,20270216,1
165911,20270311,1
165911,20260501,1
165911,20260624,1
165911,20260706,1
165911,20260815,1
165911,20261101,1
165911,20261102,1
165911,20261224,1
165911,20261225,1
165911,20261226,1
165911,20261227,1
165911,20270103,1
165149,20270101,2
165149,20270216,2
165149,20270311,2
165149,20260501,2
165149,20260624,2
165149,20260706,2
165149,20260815,2
165149,20261101,2
165149,20261102,2
165149,20261224,2
165149,20261225,2
165149,20261226,2
165149,20261227,2
165149,20270103,2
162173,20270101,1
162173,20270216,1
162173,20270311,1
162173,20260501,1
162173,20260624,1
162173,20260706,1
162173,20260815,1
162173,20261101,1
162173,20261102,1
162173,20261224,1
162173,20261225,1
162173,20261226,1
162173,20261227,1
162173,20270103,1
161796,20270101,2
161796,20270216,2
161796,20270311,2
161796,20260501,2
161796,20260624,2
161796,20260706,2
161796,20260815,2
161796,20261101,2
161796,20261102,2
161796,20261224,2
161796,20261225,2
161796,20261226,2
161796,20261227,2
161796,20270103,2
161797,20270101,1
161797,20270216,1
161797,20270311,1
161797,20260501,1
161797,20260624,1
161797,20260706,1
161797,20260815,1
161797,20261101,1
161797,20261102,1
161797,20261224,1
161797,20261225,1
161797,20261226,1
161797,20261227,1
161797,20270103,1
84821,20270101,2
84821,20270216,2
84821,20270311,2
84821,20260501,2
84821,20260624,2
84821,20260706,2
84821,20260815,2
84821,20261101,2
84821,20261102,2
84821,20261224,2
84821,20261225,2
84821,20261226,2
84821,20261227,2
84821,20270103,2
84822,20270101,1
84822,20270216,1
84822,20270311,1
84822,20260501,1
84822,20260624,1
84822,20260706,1
84822,20260815,1
84822,20261101,1
84822,20261102,1
84822,20261224,1
84822,20261225,1
84822,20261226,1
84822,20261227,1
84822,20270103,1
69514,20270101,2
69514,20270216,2
69514,20270311,2
69514,20260501,2
69514,20260624,2
69514,20260706,2
69514,20260815,2
69514,20261101,2
69514,20261102,2
69514,20261224,2
69514,20261225,2
69514,20261226,2
69514,20261227,2
69514,20270103,2
165279,20270101,2
165279,20270216,2
165279,20270311,2
165279,20260501,2
165279,20260624,2
165279,20260706,2
165279,20260815,2
165279,20261101,2
165279,20261102,2
165279,20261224,2
165279,20261225,2
165279,20261226,2
165279,20261227,2
165279,20270103,2
165281,20270101,2
165281,20270216,2
165281,20270311,2
165281,20260501,2
165281,20260624,2
165281,20260706,2
165281,20260815,2
165281,20261101,2
165281,20261102,2
165281,20261224,2
165281,20261225,2
165281,20261226,2
165281,20261227,2
165281,20270103,2
165283,20270101,1
165283,20270216,1
165283,20270311,1
165283,20260501,1
165283,20260624,1
165283,20260706,1
165283,20260815,1
165283,20261101,1
165283,20261102,1
165283,20261224,1
165283,20261225,1
165283,20261226,1
165283,20261227,1
165283,20270103,1
165280,20270101,2
165280,20270216,2
165280,20270311,2
165280,20260501,2
165280,20260624,2
165280,20260706,2
165280,20260815,2
165280,20261101,2
165280,20261102,2
165280,20261224,2
165280,20261225,2
165280,20261226,2
165280,20261227,2
165280,20270103,2
158168,20270101,2
158168,20270216,2
158168,20270311,2
158168,20260501,2
158168,20260624,2
158168,20260706,2
158168,20260815,2
158168,20261101,2
158168,20261102,2
158168,20261224,2
158168,20261225,2
158168,20261226,2
158168,20261227,2
158168,20270103,2
158169,20270101,2
158169,20270216,2
158169,20270311,2
158169,20260501,2
158169,20260624,2
158169,20260706,2
158169,20260815,2
158169,20261101,2
158169,20261102,2
158169,20261224,2
158169,20261225,2
158169,20261226,2
158169,20261227,2
158169,20270103,2
155489,20270101,2
155489,20270216,2
155489,20270311,2
155489,20260501,2
155489,20260624,2
155489,20260706,2
155489,20260815,2
155489,20261101,2
155489,20261102,2
155489,20261224,2
155489,20261225,2
155489,20261226,2
155489,20261227,2
155489,20270103,2
158170,20270101,2
158170,20270216,2
158170,20270311,2
158170,20260501,2
158170,20260624,2
158170,20260706,2
158170,20260815,2
158170,20261101,2
158170,20261102,2
158170,20261224,2
158170,20261225,2
158170,20261226,2
158170,20261227,2
158170,20270103,2
158171,20270101,2
158171,20270216,2
158171,20270311,2
158171,20260501,2
158171,20260624,2
158171,20260706,2
158171,20260815,2
158171,20261101,2
158171,20261102,2
158171,20261224,2
158171,20261225,2
158171,20261226,2
158171,20261227,2
158171,20270103,2
165904,20270101,2
165904,20270216,2
165904,20270311,2
165904,20260501,2
165904,20260624,2
165904,20260706,2
165904,20260815,2
165904,20261101,2
165904,20261102,2
165904,20261224,2
165904,20261225,2
165904,20261226,2
165904,20261227,2
165904,20270103,2
165905,20270101,1
165905,20270216,1
165905,20270311,1
165905,20260501,1
165905,20260624,1
165905,20260706,1
165905,20260815,1
165905,20261101,1
165905,20261102,1
165905,20261224,1
165905,20261225,1
165905,20261226,1
165905,20261227,1
165905,20270103,1
165906,20270101,2
165906,20270216,2
165906,20270311,2
165906,20260501,2
165906,20260624,2
165906,20260706,2
165906,20260815,2
165906,20261101,2
165906,20261102,2
165906,20261224,2
165906,20261225,2
165906,20261226,2
165906,20261227,2
165906,20270103,2
165907,20270101,2
165907,20270216,2
165907,20270311,2
165907,20260501,2
165907,20260624,2
165907,20260706,2
165907,20260815,2
165907,20261101,2
165907,20261102,2
165907,20261224,2
165907,20261225,2
165907,20261226,2
165907,20261227,2
165907,20270103,2
165908,20270101,1
165908,20270216,1
165908,20270311,1
165908,20260501,1
165908,20260624,1
165908,20260706,1
165908,20260815,1
165908,20261101,1
165908,20261102,1
165908,20261224,1
165908,20261225,1
165908,20261226,1
165908,20261227,1
165908,20270103,1
165835,20270101,1
165835,20270216,1
165835,20270311,1
165835,20260501,1
165835,20260624,1
165835,20260706,1
165835,20260815,1
165835,20261101,1
165835,20261102,1
165835,20261224,1
165835,20261225,1
165835,20261226,1
165835,20261227,1
165835,20270103,1
155487,20270101,2
155487,20270216,2
155487,20270311,2
155487,20260501,2
155487,20260624,2
155487,20260706,2
155487,20260815,2
155487,20261101,2
155487,20261102,2
155487,20261224,2
155487,20261225,2
155487,20261226,2
155487,20261227,2
155487,20270103,2
155488,20270101,2
155488,20270216,2
155488,20270311,2
155488,20260501,2
155488,20260624,2
155488,20260706,2
155488,20260815,2
155488,20261101,2
155488,20261102,2
155488,20261224,2
155488,20261225,2
155488,20261226,2
155488,20261227,2
155488,20270103,2
165213,20270101,2
165213,20270216,2
165213,20270311,2
165213,20260501,2
165213,20260624,2
165213,20260706,2
165213,20260815,2
165213,20261101,2
165213,20261102,2
165213,20261224,2
165213,20261225,2
165213,20261226,2
165213,20261227,2
165213,20270103,2
165214,20270101,2
165214,20270216,2
165214,20270311,2
165214,20260501,2
165214,20260624,2
165214,20260706,2
165214,20260815,2
165214,20261101,2
165214,20261102,2
165214,20261224,2
165214,20261225,2
165214,20261226,2
165214,20261227,2
165214,20270103,2
165215,20270101,1
165215,20270216,1
165215,20270311,1
165215,20260501,1
165215,20260624,1
165215,20260706,1
165215,20260815,1
165215,20261101,1
165215,20261102,1
165215,20261224,1
165215,20261225,1
165215,20261226,1
165215,20261227,1
165215,20270103,1
137299,20270101,2
137299,20270216,2
137299,20270311,2
137299,20260501,2
137299,20260624,2
137299,20260706,2
137299,20260815,2
137299,20261101,2
137299,20261102,2
137299,20261224,2
137299,20261225,2
137299,20261226,2
137299,20261227,2
137299,20270103,2
137300,20270101,1
137300,20270216,1
137300,20270311,1
137300,20260501,1
137300,20260624,1
137300,20260706,1
137300,20260815,1
137300,20261101,1
137300,20261102,1
137300,20261224,1
137300,20261225,1
137300,20261226,1
137300,20261227,1
137300,20270103,1
153974,20270101,2
153974,20270216,2
153974,20270311,2
153974,20260501,2
153974,20260624,2
153974,20260706,2
153974,20260815,2
153974,20261101,2
153974,20261102,2
153974,20261224,2
153974,20261225,2
153974,20261226,2
153974,20261227,2
153974,20270103,2
153349,20270101,2
153349,20270216,2
153349,20270311,2
153349,20260501,2
153349,20260624,2
153349,20260706,2
153349,20260815,2
153349,20261101,2
153349,20261102,2
153349,20261224,2
153349,20261225,2
153349,20261226,2
153349,20261227,2
153349,20270103,2
153350,20270101,1
153350,20270216,1
153350,20270311,1
153350,20260501,1
153350,20260624,1
153350,20260706,1
153350,20260815,1
153350,20261101,1
153350,20261102,1
153350,20261224,1
153350,20261225,1
153350,20261226,1
153350,20261227,1
153350,20270103,1
137302,20270101,2
137302,20270216,2
137302,20270311,2
137302,20260501,2
137302,20260624,2
137302,20260706,2
137302,20260815,2
137302,20261101,2
137302,20261102,2
137302,20261224,2
137302,20261225,2
137302,20261226,2
137302,20261227,2
137302,20270103,2
137303,20270101,1
137303,20270216,1
137303,20270311,1
137303,20260501,1
137303,20260624,1
137303,20260706,1
137303,20260815,1
137303,20261101,1
137303,20261102,1
137303,20261224,1
137303,20261225,1
137303,20261226,1
137303,20261227,1
137303,20270103,1
165623,20270101,2
165623,20270216,2
165623,20270311,2
165623,20260501,2
165623,20260624,2
165623,20260706,2
165623,20260815,2
165623,20261101,2
165623,20261102,2
165623,20261224,2
165623,20261225,2
165623,20261226,2
165623,20261227,2
165623,20270103,2
149854,20270101,2
149854,20270216,2
149854,20270311,2
149854,20260501,2
149854,20260624,2
149854,20260706,2
149854,20260815,2
149854,20261101,2
149854,20261102,2
149854,20261224,2
149854,20261225,2
149854,20261226,2
149854,20261227,2
149854,20270103,2
155490,20270101,2
155490,20270216,2
155490,20270311,2
155490,20260501,2
155490,20260624,2
155490,20260706,2
155490,20260815,2
155490,20261101,2
155490,20261102,2
155490,20261224,2
155490,20261225,2
155490,20261226,2
155490,20261227,2
155490,20270103,2
165836,20270101,2
165836,20270216,2
165836,20270311,2
165836,20260501,2
165836,20260624,2
165836,20260706,2
165836,20260815,2
165836,20261101,2
165836,20261102,2
165836,20261224,2
165836,20261225,2
165836,20261226,2
165836,20261227,2
165836,20270103,2
165837,20270101,2
165837,20270216,2
165837,20270311,2
165837,20260501,2
165837,20260624,2
165837,20260706,2
165837,20260815,2
165837,20261101,2
165837,20261102,2
165837,20261224,2
165837,20261225,2
165837,20261226,2
165837,20261227,2
165837,20270103,2
165838,20270101,1
165838,20270216,1
165838,20270311,1
165838,20260501,1
165838,20260624,1
165838,20260706,1
165838,20260815,1
165838,20261101,1
165838,20261102,1
165838,20261224,1
165838,20261225,1
165838,20261226,1
165838,20261227,1
165838,20270103,1
165839,20270101,2
165839,20270216,2
165839,20270311,2
165839,20260501,2
165839,20260624,2
165839,20260706,2
165839,20260815,2
165839,20261101,2
165839,20261102,2
165839,20261224,2
165839,20261225,2
165839,20261226,2
165839,20261227,2
165839,20270103,2
165840,20270101,1
165840,20270216,1
165840,20270311,1
165840,20260501,1
165840,20260624,1
165840,20260706,1
165840,20260815,1
165840,20261101,1
165840,20261102,1
165840,20261224,1
165840,20261225,1
165840,20261226,1
165840,20261227,1
165840,20270103,1
157527,20270101,2
157527,20270216,2
157527,20270311,2
157527,20260501,2
157527,20260624,2
157527,20260706,2
157527,20260815,2
157527,20261101,2
157527,20261102,2
157527,20261224,2
157527,20261225,2
157527,20261226,2
157527,20261227,2
157527,20270103,2
157528,20270101,1
157528,20270216,1
157528,20270311,1
157528,20260501,1
157528,20260624,1
157528,20260706,1
157528,20260815,1
157528,20261101,1
157528,20261102,1
157528,20261224,1
157528,20261225,1
157528,20261226,1
157528,20261227,1
157528,20270103,1
159270,20270101,2
159270,20270216,2
159270,20270311,2
159270,20260501,2
159270,20260624,2
159270,20260706,2
159270,20260815,2
159270,20261101,2
159270,20261102,2
159270,20261224,2
159270,20261225,2
159270,20261226,2
159270,20261227,2
159270,20270103,2
159269,20270101,1
159269,20270216,1
159269,20270311,1
159269,20260501,1
159269,20260624,1
159269,20260706,1
159269,20260815,1
159269,20261101,1
159269,20261102,1
159269,20261224,1
159269,20261225,1
159269,20261226,1
159269,20261227,1
159269,20270103,1
165970,20270101,2
165970,20270216,2
165970,20270311,2
165970,20260501,2
165970,20260624,2
165970,20260706,2
165970,20260815,2
165970,20261101,2
165970,20261102,2
165970,20261224,2
165970,20261225,2
165970,20261226,2
165970,20261227,2
165970,20270103,2
165971,20270101,1
165971,20270216,1
165971,20270311,1
165971,20260501,1
165971,20260624,1
165971,20260706,1
165971,20260815,1
165971,20261101,1
165971,20261102,1
165971,20261224,1
165971,20261225,1
165971,20261226,1
165971,20261227,1
165971,20270103,1
165972,20270101,2
165972,20270216,2
165972,20270311,2
165972,20260501,2
165972,20260624,2
165972,20260706,2
165972,20260815,2
165972,20261101,2
165972,20261102,2
165972,20261224,2
165972,20261225,2
165972,20261226,2
165972,20261227,2
165972,20270103,2
165973,20270101,1
165973,20270216,1
165973,20270311,1
165973,20260501,1
165973,20260624,1
165973,20260706,1
165973,20260815,1
165973,20261101,1
165973,20261102,1
165973,20261224,1
165973,20261225,1
165973,20261226,1
165973,20261227,1
165973,20270103,1
156643,20270101,2
156643,20270216,2
156643,20270311,2
156643,20260501,2
156643,20260624,2
156643,20260706,2
156643,20260815,2
156643,20261101,2
156643,20261102,2
156643,20261224,2
156643,20261225,2
156643,20261226,2
156643,20261227,2
156643,20270103,2
165974,20270101,2
165974,20270216,2
165974,20270311,2
165974,20260501,2
165974,20260624,2
165974,20260706,2
165974,20260815,2
165974,20261101,2
165974,20261102,2
165974,20261224,2
165974,20261225,2
165974,20261226,2
165974,20261227,2
165974,20270103,2
165975,20270101,1
165975,20270216,1
165975,20270311,1
165975,20260501,1
165975,20260624,1
165975,20260706,1
165975,20260815,1
165975,20261101,1
165975,20261102,1
165975,20261224,1
165975,20261225,1
165975,20261226,1
165975,20261227,1
165975,20270103,1
163211,20270101,2
163211,20270216,2
163211,20270311,2
163211,20260501,2
163211,20260624,2
163211,20260706,2
163211,20260815,2
163211,20261101,2
163211,20261102,2
163211,20261224,2
163211,20261225,2
163211,20261226,2
163211,20261227,2
163211,20270103,2
140931,20270101,2
140931,20270216,2
140931,20270311,2
140931,20260501,2
140931,20260624,2
140931,20260706,2
140931,20260815,2
140931,20261101,2
140931,20261102,2
140931,20261224,2
140931,20261225,2
140931,20261226,2
140931,20261227,2
140931,20270103,2
140932,20270101,1
140932,20270216,1
140932,20270311,1
140932,20260501,1
140932,20260624,1
140932,20260706,1
140932,20260815,1
140932,20261101,1
140932,20261102,1
140932,20261224,1
140932,20261225,1
140932,20261226,1
140932,20261227,1
140932,20270103,1
165977,20270101,2
165977,20270216,2
165977,20270311,2
165977,20260501,2
165977,20260624,2
165977,20260706,2
165977,20260815,2
165977,20261101,2
165977,20261102,2
165977,20261224,2
165977,20261225,2
165977,20261226,2
165977,20261227,2
165977,20270103,2
165978,20270101,1
165978,20270216,1
165978,20270311,1
165978,20260501,1
165978,20260624,1
165978,20260706,1
165978,20260815,1
165978,20261101,1
165978,20261102,1
165978,20261224,1
165978,20261225,1
165978,20261226,1
165978,20261227,1
165978,20270103,1
148440,20270101,2
148440,20270216,2
148440,20270311,2
148440,20260501,2
148440,20260624,2
148440,20260706,2
148440,20260815,2
148440,20261101,2
148440,20261102,2
148440,20261224,2
148440,20261225,2
148440,20261226,2
148440,20261227,2
148440,20270103,2
148441,20270101,1
148441,20270216,1
148441,20270311,1
148441,20260501,1
148441,20260624,1
148441,20260706,1
148441,20260815,1
148441,20261101,1
148441,20261102,1
148441,20261224,1
148441,20261225,1
148441,20261226,1
148441,20261227,1
148441,20270103,1
163213,20270101,2
163213,20270216,2
163213,20270311,2
163213,20260501,2
163213,20260624,2
163213,20260706,2
163213,20260815,2
163213,20261101,2
163213,20261102,2
163213,20261224,2
163213,20261225,2
163213,20261226,2
163213,20261227,2
163213,20270103,2
140387,20270101,1
140387,20270216,1
140387,20270311,1
140387,20260501,1
140387,20260624,1
140387,20260706,1
140387,20260815,1
140387,20261101,1
140387,20261102,1
140387,20261224,1
140387,20261225,1
140387,20261226,1
140387,20261227,1
140387,20270103,1
165979,20270101,2
165979,20270216,2
165979,20270311,2
165979,20260501,2
165979,20260624,2
165979,20260706,2
165979,20260815,2
165979,20261101,2
165979,20261102,2
165979,20261224,2
165979,20261225,2
165979,20261226,2
165979,20261227,2
165979,20270103,2
165980,20270101,1
165980,20270216,1
165980,20270311,1
165980,20260501,1
165980,20260624,1
165980,20260706,1
165980,20260815,1
165980,20261101,1
165980,20261102,1
165980,20261224,1
165980,20261225,1
165980,20261226,1
165980,20261227,1
165980,20270103,1
158494,20270101,2
158494,20270216,2
158494,20270311,2
158494,20260501,2
158494,20260624,2
158494,20260706,2
158494,20260815,2
158494,20261101,2
158494,20261102,2
158494,20261224,2
158494,20261225,2
158494,20261226,2
158494,20261227,2
158494,20270103,2
165216,20270101,2
165216,20270216,2
165216,20270311,2
165216,20260501,2
165216,20260624,2
165216,20260706,2
165216,20260815,2
165216,20261101,2
165216,20261102,2
165216,20261224,2
165216,20261225,2
165216,20261226,2
165216,20261227,2
165216,20270103,2
165217,20270101,2
165217,20270216,2
165217,20270311,2
165217,20260501,2
165217,20260624,2
165217,20260706,2
165217,20260815,2
165217,20261101,2
165217,20261102,2
165217,20261224,2
165217,20261225,2
165217,20261226,2
165217,20261227,2
165217,20270103,2
165218,20270101,1
165218,20270216,1
165218,20270311,1
165218,20260501,1
165218,20260624,1
165218,20260706,1
165218,20260815,1
165218,20261101,1
165218,20261102,1
165218,20261224,1
165218,20261225,1
165218,20261226,1
165218,20261227,1
165218,20270103,1
